,CompanyName,Rating,TotalReviews,SalaryOffereByComapany,TotalInterviews,Benefits,PhotosOnSite
519,ASUS,4.2,253,969,22,28,--
520,Godawari Power & Ispat,4.2,253,841,15,17,--
521,Welspun Global Brands,3.8,253,835,11,21,1
522,Enviri,3.9,253,1.3k,18,23,--
523,Ivy Mobility Solutions,2.6,253,1.9k,22,23,--
524,WorkIndia,3.1,253,1.4k,34,15,--
525,Health Insurance TPA of India,3.8,253,923,20,15,--
526,Interocean Group,4.3,252,281,9,1,--
527,HyperCITY,4.7,252,389,4,42,--
528,GTL Limited,4.3,252,585,10,39,--
529,Archirodon,4.3,252,394,19,29,5
530,Bombay Stock Exchange,3.4,252,1.7k,9,18,--
531,GE Aviation,4,252,1.3k,23,40,--
532,Newgen Knowledge Works,3.4,252,1.2k,14,28,--
533,MARG ERP,3.5,253,1.3k,23,23,--
534,Canam Consultants,3.3,252,829,12,10,--
535,Zamil Steel Buildings India,4,252,1.2k,10,26,--
536,Lucy Electric,3.9,252,1.2k,17,18,1
537,GeeksForGeeks,2.8,252,1.1k,46,11,--
538,PERSOLKELLY,3.4,252,1.1k,19,11,--
539,Archirodon,4.3,252,394,19,29,5
540,Newgen Knowledge Works,3.4,252,1.2k,14,28,--
541,GE Aviation,4,252,1.3k,23,40,--
542,Bombay Stock Exchange,3.4,252,1.7k,9,18,--
543,Som Autotech,3.9,251,962,18,18,--
544,Goodluck,3.8,251,917,24,16,--
545,Simpson,3.4,251,1.2k,12,19,--
546,NextGen Healthcare,3.8,251,1.5k,18,34,--
547,Sraco,3.7,251,572,31,24,--
548,Turner Construction,4,252,862,13,33,--
549,Zeelab Pharmacy,3.6,251,678,51,8,3
550,Health Prime Services (India),3.5,251,949,17,44,--
551,TP Western Odisha Distribution,3.4,251,852,35,10,1
552,Chandigarh Group of Colleges,3.7,251,828,21,10,5
553,WizKlub,2.9,251,829,33,6,1
554,Intersoft Data Labs,3.6,250,1.4k,22,11,114
555,Crest Data Systems,4,250,1.8k,31,10,--
556,Shri Bajrang Power & Ispat,4,250,1k,23,19,--
557,Sila Solutions,3.8,250,772,20,15,10
558,InvestoXpert,4.3,250,427,132,10,36
559,IIT Madras,3.8,250,1.1k,29,29,--
560,Barista Coffee Company,4.3,250,669,10,33,4
561,Trantor,3.8,250,1.8k,29,35,--
562,Moveinsync Technology Solutions,3.1,250,1.5k,35,15,7
563,SpanIdea,3.4,250,1.7k,35,22,--
564,Xtancia Technosoft,4,250,50,40,1,2
565,Madras Engineering Industries,3.7,250,1.2k,11,15,--
566,Credera,3.1,250,1.9k,41,18,7
567,Bizcrum Infotech,3.5,250,823,14,10,--
568,Plada Infotech Services,3.5,250,742,11,14,--
569,ITW India,3.8,250,1.2k,17,22,9
570,InvestoXpert,4.3,250,427,132,10,36
571,Navata Road Transport,3.6,250,757,16,25,1
572,Shri Bajrang Power & Ispat,4,250,1k,23,19,--
573,Crest Data Systems,4,250,1.8k,31,10,--
574,Gen,3.6,250,1.7k,23,42,1
575,Promea Therapeutics,4.1,250,534,30,20,20
576,Sila Solutions,3.8,250,772,20,15,10
577,Easyday Club,4.6,249,432,11,43,--
578,Edward Food Research and Analysis Centre,3.8,249,643,35,12,28
579,Everllence,3.7,249,1.3k,16,32,--
580,Ricoh,4.1,249,724,9,33,--
581,Naga Limited,3.6,249,1.3k,16,12,--
582,VSynergize Outsourcing,3,249,904,8,12,--
583,Huntsman International,4.1,249,1.1k,12,43,--
584,RGBSI,3.3,249,1.6k,30,19,--
585,Stanley Lifestyles,3.9,250,894,23,9,--
586,Capillary Technologies,3.3,249,2.1k,20,27,5
587,Net Solutions,3.8,249,822,11,115,74
588,Adfactors PR,3.3,249,1.8k,17,17,--
589,Muthoot Money,3.9,249,761,22,5,--
590,Virgo Laminates,3.9,249,758,7,27,7
591,Hindustan Pencils,4.1,249,697,6,28,--
592,Raj Petro Specialities,3.8,249,1k,7,16,--
593,Mahindra Defence Systems,3.9,249,1.2k,19,14,--
594,House of Hiranandani,4.6,249,576,40,12,--
595,SA Infrastructure Consultants,3.6,249,801,11,21,--
596,GMM Pfaudler,3.7,249,1.3k,13,18,3
597,Essar Power,4,249,1k,8,32,4
598,PMEA Solar Tech Solutions,4,249,1.1k,15,--,1
599,Terrier Security Services,4.3,248,666,14,19,--
600,Adani Airport Holdings,3,248,1.1k,17,4,--
601,Jakson Green,4.3,248,583,19,3,17
602,KhataBook,3.5,249,1.3k,18,17,9
603,Keller Ground Engineering,4,248,779,21,29,3
604,Clearpack,4,248,1.1k,26,12,4
605,Apollo Pipes,3.9,248,904,20,9,--
606,L&T Water & Effluent Treatment,4,248,320,10,137,1
607,The Smart Cube,3.4,248,1.9k,30,31,--
608,Puranik Builders,4.1,248,1.2k,8,28,--
609,Cross Country Infotech,4,248,798,57,14,2
610,Triveni Turbines,3.6,249,1.4k,39,25,2
611,Botree Software International,3.5,249,1.7k,20,13,5
612,The Institute Of Chartered Accountants,3.2,248,1.4k,23,20,--
613,Sika,3.9,248,1k,23,20,--
614,C. L. GUPTA EXPORTS,4.2,248,815,8,20,--
615,Tatvasoft,3.3,248,1.7k,66,17,--
616,Skylark Infra Engineering Private Limited,3.8,248,633,25,10,--
617,Sai Service,3.7,248,1.1k,14,22,--
618,IIFL Securities,3.9,248,1.5k,22,20,--
619,Lenexis Foodworks,3.7,247,921,23,10,3
620,Interarch Building Product,4,247,1.1k,15,23,--
621,Metro Brands,3.7,247,986,14,10,--
622,Dev Information Technology,3.4,247,1.2k,8,15,--
623,Virohan,3.9,247,659,40,5,6
624,Securens System,3.9,247,757,9,28,--
625,DM Consultants,1.4,247,62,3,3,--
626,FoodPanda,3.9,247,815,7,31,12
627,Starmark Software,3.4,247,1.6k,20,9,--
628,Sami-Sabinsa Group ,3.5,247,1.2k,25,27,3
629,Xylem Learning,4.3,247,437,41,44,47
630,Safran Engineering Services India,3.1,247,1.7k,33,17,--
631,e-Procurement Technologies,3.3,247,886,17,17,--
632,HAL Offshore,4.2,247,955,12,13,--
633,Dalmia Bharat Sugar & Industries,4.1,247,829,19,23,5
634,Cryoviva Biotech,3.3,246,627,14,21,--
635,Billabong High International School,3.7,246,765,12,33,--
636,Futurz Staffing Solutions,3.8,247,840,21,15,--
637,Mfar Constructions,3.8,246,779,13,32,--
638,Tokai Rubber Auto Parts India,3.4,246,920,17,28,--
639,Kapture CX,3.2,246,916,23,5,6
640,Futurz Staffing Solutions,3.8,247,840,21,15,--
641,Mfar Constructions,3.8,246,779,13,32,--
642,Star Engineers India,3.6,246,1.3k,10,24,--
643,Tokai Rubber Auto Parts India,3.4,246,920,17,28,--
644,Cryoviva Biotech,3.3,246,627,14,21,--
645,Billabong High International School,3.7,246,765,12,33,--
646,Formidium Corp,2.8,246,1.3k,12,11,--
647,Netenrich Technologies,3.2,246,1.9k,33,31,--
648,Genzeon (India) Private Limited,3.9,246,919,55,5,19
649,Elevanceskills,4.3,247,--,115,38,--
650,Onkar Infotech,4,245,683,10,57,--
651,Health & Glow,3.7,245,1.2k,16,20,--
652,Franco-Indian Pharmaceuticals,3.2,245,708,10,19,--
653,Jindal India Thermal Power,3.8,245,1k,23,18,--
654,AGIO Pharmaceuticals,3.6,245,854,45,8,1
655,National Securities Depository,3.4,245,1.9k,15,19,--
656,Allianz,4.4,245,1.7k,20,39,8
657,Maruti Ispat And Pipes,3.6,245,534,36,8,19
658,Upwork,4.3,245,1.6k,23,13,--
659,Franco-Indian Pharmaceuticals,3.2,245,708,10,19,--
660,Onkar Infotech,4,245,683,10,57,--
661,Maruti Ispat And Pipes,3.6,245,534,36,8,19
662,Little Nap Recliners,4.7,245,83,37,52,97
663,Anand Rathi Global Finance,3.2,245,1k,22,17,--
664,Allianz,4.4,245,1.7k,20,39,8
665,Upwork,4.3,245,1.6k,23,13,--
666,AGIO Pharmaceuticals,3.6,245,854,45,8,1
667,Jindal India Thermal Power,3.8,245,1k,23,18,--
668,Innova Captab,4.1,246,848,9,14,1
669,YES SECURITIES,3.5,245,1.4k,19,10,--
670,National Securities Depository,3.4,245,1.9k,15,19,--
671,BoAt,4.3,245,1.3k,12,8,--
672,Pinnacle Industries,3.5,244,1.1k,16,11,--
673,Ventra Health,3.1,244,1.2k,17,1,8
674,Ajay Industrial Corporation,3.4,244,797,12,14,--
675,AONE OUTSOURCING SOLUTIONS,4.6,244,327,21,31,15
676,Radnik Exports,4.1,244,804,7,15,--
677,Entero Healthcare Solutions,4.1,246,984,11,25,6
678,Kaveri Seed Company,4,244,738,23,11,--
679,Indutch Composites Technology,3.6,244,1.2k,8,15,1
680,Envestnet Asset Management,4,244,1.8k,20,25,--
681,Global Edge Software,3.4,244,1.5k,25,32,--
682,Bhavani Industries,3.6,244,1.2k,10,28,--
683,Matter Motor Works,3,244,1.1k,28,4,6
684,Sedin Technologies,4.5,244,1.1k,73,15,5
685,Lentra AI ,2.7,244,2k,23,7,--
686,Finnable Technologies,4.1,245,723,20,6,12
687,Toshiba,4.1,244,1.2k,33,24,4
688,UPS Supply Chain Solutions,3.7,244,1.4k,16,17,--
689,Galpha Laboratories,3.7,244,750,10,22,--
690,Covalent Laboratories,3.4,243,1k,10,17,--
691,Bekaert Industries,3.9,243,1k,12,23,--
692,CP Plus ,3.9,243,686,19,10,--
693,Chennai Petroleum Corporation,4.6,243,1k,20,19,--
694,Organic India,4.3,243,959,17,21,4
695,Sales India,4.1,243,1.6k,32,22,1
696,Zifo RnD Solutions,3.7,244,1.4k,69,13,--
697,NKC Projects,4,243,1k,13,11,--
698,Indovance Inc,4,243,639,40,33,78
699,Dish Infra Services,3.1,243,644,7,9,--
700,Arkade Group,3.9,243,321,38,4,5
701,VERITY GLOBAL SOLUTIONS,3.5,243,1.3k,14,23,--
702,Kamineni Hospitals,4.1,243,784,12,20,--
703,Grazitti Interactive,3.1,243,2k,21,22,1
704,Q Way Technologies,2.9,243,1.1k,15,18,17
705,VISA Steel,3.2,243,825,23,23,--
706,Klaus IT Solutions,3.3,244,1.3k,16,15,--
707,Bread Financial,3.7,243,1.7k,27,3,8
708,Collman Services,3.7,243,748,12,8,--
709,Housejoy,4.2,242,505,2,23,--
710,Webtel Electrosoft,3.7,242,1k,13,16,--
711,DAZN,2.6,242,1.8k,40,2,6
712,Reliance Smart Bazaar,4,244,597,12,3,3
713,Vasta Global,3.8,242,1.1k,43,7,--
714,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,3.8,242,480,10,21,5
715,EVIO,3.8,242,753,11,15,2
716,Kuwait Oil Company,4.3,242,742,17,26,--
717,PIX Transmissions,3.7,242,911,17,23,1
718,ITI Finance,4.1,242,500,16,6,--
719,Optiemus Electronics,3.7,242,866,11,13,2
720,Bravura Solutions,3.7,242,1.2k,17,107,10
721,Narmada Bio Chem,4.9,242,300,7,58,38
722,ICICI Merchant Service,3.5,242,658,14,28,--
723,Annova Solutions,3.6,241,845,19,7,--
724,SevenMentor,4.3,241,463,63,33,--
725,Weikfield Foods,3.4,241,802,13,27,1
726,Vakilsearch,3.1,241,1.1k,15,7,10
727,Avontix,3.4,241,784,21,7,--
728,The BIM Engineers,4.2,241,1k,39,13,55
729,United Alliance Technology,4.9,241,27,5,90,--
730,iVenus,4.1,241,390,42,4,2
731,Casio India Company,3.2,241,870,24,24,--
732,Miraj Cinemas,3.7,241,568,5,5,1
733,La Renon Healthcare,4.2,241,694,16,18,4
734,Codeyoung,3.9,241,739,59,2,--
735,Corecard Software,3.8,241,1.5k,18,21,--
736,SK E&C,4.4,241,482,11,46,1
737,Godrej Capital,3.5,241,1.6k,14,1,2
738,Ecolab,3.5,241,1.6k,25,6,--
739,Income Tax Department India,4.3,241,1k,10,18,--
740,SRM Technologies Pvt.Ltd,3.4,241,2.1k,33,24,31
741,Texas Review,3.9,242,577,71,11,3
742,Akkodis,3.2,241,1.3k,26,3,--
743,Vaidik Eduservices ,3.3,241,492,77,9,--
744,Alp Consulting,3.8,240,1.2k,32,30,6
745,Pittie Group,3,240,1k,22,13,2
746,Rajan Technocast,4.7,240,174,10,8,--
747,Jitm Skills,3.1,240,648,18,15,4
748,Sterling Hospitals,4,241,804,11,23,12
749,Galva Decoparts,3.4,240,1.1k,19,11,--
750,Prabhat Dairy,3.7,240,860,7,26,--
751,Ratna Sagar,3.7,240,741,34,25,--
752,FEV,3.4,240,1.6k,11,18,--
753,Amara Raja Power Systems,4.3,240,921,20,38,1
754,Regalo Kitchens,3.5,240,531,39,29,--
755,Eversana,3.2,240,1.7k,30,14,5
756,Caliber Technologies,3.1,240,1.6k,16,13,--
757,Neon Laboratories,4,240,1.1k,9,15,--
758,Shalimar Corp,4.3,240,863,18,13,30
759,VGN Projects Estates,3.8,240,701,15,82,--
760,Bull Machines,3.8,240,1.1k,24,15,2
761,NIELIT,4.1,240,678,20,18,10
762,Smc Insurance Brokers,3.4,240,840,10,15,3
763,Chai Point,3.7,240,1.2k,16,18,--
764,Barmalt Malting,3.9,240,954,15,23,1
765,Sanjeev Auto Parts Manufacturers,4.1,240,744,16,28,--
766,GlobusSoft,3.6,239,796,36,43,--
767,Crown Solutions,3.6,239,1.6k,20,6,--
768,Kanpur Plastipack,3.6,239,786,21,25,3
769,Programmers.io,3.9,239,1k,33,34,19
770,Stashfin,4.3,239,804,16,37,--
771,Boston Institute of Analytics,4.3,239,244,84,1,4
772,Allen Solly,3.9,239,539,16,22,2
773,Filatex India,3.6,239,1.1k,18,18,3
774,Kwality Pharmaceuticals,3.9,239,919,24,12,--
775,11:11 Systems,3.4,239,1.4k,17,44,7
776,Arun Excello,3.8,239,958,16,17,--
777,Kapston Services,4,239,909,15,9,48
778,Kharafi National,4.3,239,321,3,29,--
779,Boston Institute of Analytics,4.3,239,244,84,1,4
780,Filatex India,3.6,239,1.1k,18,18,3
781,National Petroleum Construction Company,4.4,239,536,12,45,1
782,Arun Excello,3.8,239,958,16,17,--
783,11:11 Systems,3.4,239,1.4k,17,44,7
784,Allen Solly,3.9,239,539,16,22,2
785,Stashfin,4.3,239,804,16,37,--
786,Kanpur Plastipack,3.6,239,786,21,25,3
787,Programmers.io,3.9,239,1k,33,34,19
788,Kwality Pharmaceuticals,3.9,239,919,24,12,--
789,Kapston Services,4,239,909,15,9,48
790,Oasis Partners Asia,3.9,239,781,12,9,1
791,Karanwal Capital,4.6,238,211,102,63,15
792,Renata Precision Components,3.4,238,1.1k,16,15,--
793,University of Petroleum & Energy Studies,3.8,238,888,18,31,--
794,Indo German Tool Room,4,238,504,10,18,--
795,Carnival Cinemas,3.7,238,774,8,24,--
796,Nova IVI Fertility,3.9,239,676,17,17,--
797, Identifyplus Delivery Services,3.1,238,429,11,10,--
798,Fortune Park Hotels,4,238,613,10,25,--
799,Accentuate Business Solutions ,3.6,239,2.3k,20,24,--
800,SkillRecruit,4.4,238,340,9,102,3
801,Karanwal Capital,4.6,238,211,102,63,15
802,Indo German Tool Room,4,238,504,10,18,--
803,Nova IVI Fertility,3.9,239,676,17,17,--
804, Identifyplus Delivery Services,3.1,238,429,11,10,--
805,Renata Precision Components,3.4,238,1.1k,16,15,--
806,Manubhai Jewellers,4.7,239,194,62,3,31
807,MQSYS Technologies,3.6,238,2.3k,15,11,--
808,Expertrons,3.6,238,620,39,25,--
809,University of Petroleum & Energy Studies,3.8,238,888,18,31,--
810,Spectrum Consultants,2.4,238,1k,30,14,--
811,Airblack,4,238,270,26,17,9
812,Med Manor Organics,3.7,238,661,17,20,--
813,Learning Links Foundation,4.2,238,851,15,22,--
814,Model N,4.5,238,950,31,13,62
815,The New India Assurance Co.,4.4,238,671,9,27,--
816,Ammann Apollo,4.1,238,1k,14,16,--
817,Acorn Universal Consultancy LLP,4.2,238,141,103,33,9
818,S Chand Group,3.6,238,846,5,23,--
819,Experion Developers,4.6,237,671,6,11,--
820,NCL BUILDTEK,3.5,237,919,18,15,4
821,The Sparks Foundation,4.2,237,321,23,12,--
822,Jitm Skills,3.1,240,648,18,15,4
823,SLAP,3.9,237,857,17,11,--
824,Tesseract Imaging,4,237,621,14,20,--
825,QualiZeal,4,237,680,63,1,21
826,Acorn Universal Consultancy LLP,4.2,238,141,103,33,9
827,WPIL,3.4,238,870,19,14,--
828,Skechers,4.1,237,767,14,21,1
829,Bihar Foundry and Castings Limited,4.4,237,348,12,3,5
830,Agrim,3.4,237,898,26,8,5
831,Greenway Health,3,237,1.3k,29,8,--
832,Sterling and Wilson Renewable Energy,4.2,237,992,11,5,--
833,Neudesic Technologies,4.1,237,2.2k,40,10,--
834,Indiabulls Real Estate,4.4,236,931,9,25,4
835,Vara United,3.7,236,685,9,19,2
836,Box8,3.4,236,822,14,31,2
837,HMSHost,3.8,236,616,14,21,--
838,Agiliad,3.3,236,1.7k,37,12,--
839,Ileads Auxiliary Services,2.9,236,747,18,2,--
840,Naprod Life Sciences,3.4,236,1.1k,17,17,1
841,Arkray Healthcare,3.4,236,850,8,24,--
842,St. John's Medical College Hospital,4.1,236,669,6,19,--
843,Magnasoft Consulting India,3.2,236,991,19,14,--
844,Omprime Technology Private Limited,4.1,236,298,22,44,54
845,Nineleaps Technology Solutions,4.2,236,1.3k,40,15,35
846,Indiabulls Real Estate,4.4,236,931,9,25,4
847,Linfox Logistics,4.1,236,674,5,20,5
848,ABEC,4.2,236,430,30,1,21
849,Box8,3.4,236,823,14,31,2
850,Agiliad,3.3,236,1.7k,37,12,--
851,Rustomjee Group,4,237,1.2k,22,13,--
852,Infosearch BPO Services,4.1,236,498,13,8,22
853,Nagata India,3.8,236,935,12,16,--
854,SMS Pharmaceuticals,3.1,236,788,16,11,--
855,Evonith Value Steels,4.2,236,645,18,21,10
856,Tide - Business Management Platform,3.6,236,1.5k,42,6,7
857,Grb Dairy Foods,3.5,236,1k,14,11,--
858,20Cube Logistics,3.8,236,1.1k,19,16,3
859,Six Phrase,3.7,236,112,54,4,--
860,National Small Industries Corporation,4,235,582,15,12,--
861,Jaipur National University,3,235,618,11,7,1
862,Sanoh ,4.1,235,898,14,27,--
863,Sewa Grih Rin,3.4,236,879,10,8,--
864,ILS Hospitals,3.6,236,652,11,15,--
865,Kobelco Construction Equipment India,4.2,235,994,24,22,4
866,Parle Elizabeth Tools,3.9,235,1k,20,19,--
867,American Tower Corporation,3.9,235,1.1k,6,28,--
868,Marathon Realty,3.9,235,809,10,21,8
869,Koyo Bearings India,3.9,235,759,8,34,--
870,CyberSWIFT Infotech,3.5,235,475,18,31,1
871,Zones Corporate Solutions,3.2,235,1.2k,23,15,--
872,Aditya Birla Money,3.9,235,754,23,14,--
873,Student Life,4,235,581,57,10,--
874,JAY JAY MILLS,4.1,235,766,17,20,--
875,Intuit,3.2,235,2.9k,84,14,--
876,EY-Parthenon,3,235,2.9k,35,8,--
877,Parason Machinery,3.3,235,1.2k,30,18,13
878,Linc ,3.5,235,930,16,10,--
879,Dr B Lal Clinical Laboratory,4.4,235,422,25,37,8
880,Linux Laboratories,3.9,235,506,24,16,--
881,Pharmaceutical job,4.2,235,2.1k,23,13,--
882,Freedom Employability Academy,4.1,235,565,28,7,8
883,iD Fresh Food,4.1,234,703,23,11,2
884,AT&S,3.6,234,1.2k,14,11,--
885,Sears Holdings,3,234,1.4k,13,22,--
886,M.J Global,3.9,234,300,11,191,--
887,Rajasthan Patrika,3.2,234,958,10,19,--
888,Government of West Bengal,3.6,234,876,10,14,--
889,Ginger Hotels,3.9,234,727,9,21,--
890,WEG,4.2,234,1.2k,18,29,1
891,AABSyS IT,3.2,234,1k,10,23,3
892,bebo Technologies,3.4,234,1.3k,29,18,71
893,Sarda Energy & Minerals,3.9,234,866,11,13,--
894,LUX Industries,3.3,234,1k,10,14,--
895,Scc Infrastructure,3.9,234,727,23,10,--
896,Finorchem Limited,3.7,234,844,28,6,11
897,AGILE AIRPORT SERVICES,3.9,234,441,17,12,--
898,Selectsys,3.6,234,1.3k,25,12,--
899,M.J Global,3.9,234,300,11,191,--
900,Rajasthan Patrika,3.2,234,958,10,19,--
901,AT&S,3.6,234,1.2k,14,11,--
902,Ginger Hotels,3.9,234,727,9,21,--
903,WEG,4.2,234,1.2k,18,29,1
904,bebo Technologies,3.4,234,1.3k,29,18,71
905,CPM International,3.8,234,469,20,23,--
906,Sarda Energy & Minerals,3.9,234,866,11,13,--
907,AABSyS IT,3.2,234,1k,10,23,3
908,LUX Industries,3.3,234,1k,10,14,--
909,Impressico Business Solutions,4.4,233,1.1k,18,44,9
910,Shankaranarayana Constructions,3.8,233,819,24,17,--
911,Sears IT & Management Services India,3.1,233,1.3k,15,32,--
912,Arvato,3.7,233,484,2,41,--
913,Prompt Personnel,3.9,233,790,11,12,--
914,Asian Institute of Medical Sciences,3.9,233,1.1k,5,20,--
915,MASAI School,4.2,233,759,26,5,3
916,inMorphis Services,4,233,922,12,12,--
917,Lubi Industries Llp,4.1,233,995,10,11,1
918,APM Terminals,4.3,233,812,10,25,1
919,Shiva Pharmachem,3.8,233,1.2k,5,20,--
920,Verzeo,2.7,233,399,33,15,--
921,Fusion,3.1,233,892,18,11,--
922,RSH Global,4.1,234,742,10,20,4
923,Rasna,3.4,233,606,18,14,--
924,Autometers Alliance,4.4,233,951,16,25,--
925,Copart,3.1,233,1.6k,31,16,1
926,Impact Analytics,3.9,234,1.5k,82,12,--
927,Red Bull,4.1,233,811,16,22,--
928,Sneha Farms,4,233,857,14,11,--
929,Kalyani Maxion Wheels,4.1,233,1k,6,23,--
930,Infoesearch Ites,3.1,233,641,31,7,--
931,"Sanjay Ghodawat International School, Kolhapur",3.5,233,456,123,40,--
932,Balaji Enterprises,4.4,232,1.4k,11,16,1
933,Azim Premji Foundation,3.8,232,755,34,20,--
934,Balasore Alloys,3,232,742,17,26,1
935,GLA University,3.6,232,851,19,17,--
936,RASI SEEDS,4.1,232,731,8,24,2
937,Umedica Laboratories,3.6,232,1.2k,14,13,--
938,PIT Solutions,3.7,232,1.1k,18,73,26
939,Andhra Paper,3.5,232,1.1k,22,10,1
940,Radio Mirchi,3.3,232,1k,19,12,1
941,Victora Industries,3.8,232,841,14,1,--
942,Pure & Cure Healthcare,4.1,232,668,9,13,1
943,Advids,4.4,232,311,16,12,--
944,ADARSH DEVELOPERS,4.3,232,718,14,22,--
945,Premier Indoplast,4,232,736,7,3,3
946,Precision Group,3.5,232,1.7k,11,4,--
947,Harita Techserv,3.4,232,1.2k,22,18,--
948,JPM Group ,3.8,232,1.1k,12,14,--
949,Airtel Africa,3.1,232,1.1k,44,8,--
950,Paradise Food Court,3.8,232,895,23,31,--
951,Uniinfo Telecom Services,3.5,232,498,13,21,--
952,Pearl Precision Products,3.8,232,690,8,8,4
953,Svatantra Micro Housing Finance Corporation Limited,3.8,232,757,19,6,--
954,Xchanging,4.1,231,632,4,43,--
955,Excelra Knowledge Solutions,3.4,232,930,22,21,7
956,NMDC Steels,3.9,231,720,11,1,5
957,Cyrix Health Care,4.3,231,482,43,8,1
958,SunMax Auto Engineering,3.5,231,654,12,22,--
959,Bombay Rayon Fashions,3.2,231,844,5,21,--
960,Albert David,3.5,231,615,18,6,--
961,The Indian Express,3.9,231,1.3k,8,19,--
962,IMSI,3.1,231,788,10,16,--
963,SUGAR Cosmetics,3.8,231,984,23,11,1
964,Pontika Aerotech,3.7,231,781,18,16,--
965,Essae Digitronics,4.1,231,814,13,18,2
966,Aachi Foods,4.1,231,896,27,25,4
967,Cyrix Health Care,4.3,231,482,43,8,1
968,Excelra Knowledge Solutions,3.4,232,930,22,21,7
969,NMDC Steels,3.9,231,720,11,1,5
970,Aziro,3.6,231,1.4k,56,10,25
971,SunMax Auto Engineering,3.5,231,654,12,22,--
972,Cube Highways,4.3,231,682,18,2,1
973,Schott Poonawalla,3.7,231,1.2k,8,3,1
974,Fresher Than Fresh,4,230,389,61,15,--
975,KNR Constructions,4,230,769,8,21,--
976,MUNDRA SOLAR TECHNOPARK,3.7,231,703,13,25,--
977,Little Millennium,3.9,230,674,21,21,--
978,Scania,3.6,230,596,17,39,1
979,Neolite Zkw Lightings,3.8,230,888,21,18,--
980,Flash Viven Machining Technologies,3.6,230,1.2k,15,19,2
981,PEARCE SERVICES,3.3,230,1.2k,21,2,--
982,Advantum Health,3,231,856,13,25,--
983,Brij Gopal Construction Company,3.9,231,786,17,10,--
984,Groupe SEB,3.4,230,859,14,16,--
985,MUNDRA SOLAR TECHNOPARK,3.7,231,703,13,25,--
986,Little Millennium,3.9,230,674,21,21,--
987,Scania,3.6,230,596,17,39,1
988,Stratosphere IT Services,3,230,1.4k,12,15,--
989,Games24x7 ,3.9,230,1.8k,25,13,7
990,Z1 Tech,4.1,230,413,22,1,9
991,BPL Medical Technologies,3.4,230,975,15,19,5
992,Excellon Software,4.3,230,1.1k,15,8,19
993,Trivitron Healthcare,3.3,230,1.1k,25,26,4
994,Save the Children,4.4,230,702,18,26,--
995,VHS Consulting,3.8,230,1.5k,15,7,--
996,Touchstone Educationals,3.3,229,501,17,18,--
997,Chaitanya Projects Consultancy,4,229,652,19,11,--
998,Lifelong India,3.9,229,955,20,22,--
999,Broker Network,2.4,229,981,12,4,--
1000,Reecomps Teleservices,3.7,229,630,13,13,--
1001,Garware Hi-Tech Films,3.9,230,1.1k,9,18,--
1002,SEO Discovery,4.9,229,206,71,10,--
1003,Sonovision-Aetos,3.5,229,1k,19,12,--
1004,Raheja Developers,3,229,816,7,16,--
1005,LinkedIn ,4.1,229,2.4k,74,16,9
1006,BluSmart,3.8,229,928,21,1,1
1007,Matrix ComSec,3.6,229,1.4k,21,24,--
1008,Kumaran Systems,3.6,229,1.7k,37,14,28
1009,Maral Overseas,3.6,229,846,8,16,1
1010,Link Group,3.7,229,1.4k,34,29,--
1011,Reliance Home Finance,4.2,228,477,2,27,--
1012,Veolia,3.9,228,949,14,9,--
1013,Om Innovation Call Services,3.6,228,726,6,9,--
1014,ExpertCallers,3.4,228,843,15,10,--
1015,Gem Engserv,3.9,228,903,31,20,1
1016,Mvs Acmei Technologies,3.9,228,733,16,22,1
1017,Changepond Technologies,2.9,228,1.9k,31,14,--
1018,Neogen Chemicals,4,228,1.3k,18,12,--
1019,Patton International,3.6,228,939,14,24,--
1020,John Crane Sealing Systems India,3.4,228,1.2k,22,22,--
1021,AbbVie Inc.,3.6,229,984,13,4,--
1022,Coffee Day,3,228,1k,22,28,1
1023,Travelex,3.2,228,1.4k,20,34,5
1024,Jaypee Hotels,3.9,228,679,11,32,--
1025, Mining Engineering Services,3.7,228,642,34,6,3
1026,Orange Mantra,3.6,228,1.1k,33,23,13
1027,Innoplexus,4.2,228,611,11,7,--
1028,Flex Technologies,3.9,228,1.7k,13,9,--
1029,Zydus Hospira Oncology,4.2,228,717,8,13,--
1030,Bajel Projects,4.2,228,702,22,4,--
1031,TRF,3.5,227,885,11,23,--
1032,Affluent Global Services,2.9,227,1.2k,16,16,--
1033,Fragomen Immigration Services,3.4,227,980,17,18,--
1034,FarEye,3.3,227,1.7k,31,21,160
1035,Consilio,3.6,227,1.5k,27,13,--
1036,"Google Pay	",3.7,227,1.3k,41,21,--
1037,Mantri Developers,3.3,227,961,9,37,--
1038,Megafine Pharma,3.8,227,1.1k,6,18,--
1039,Centaur Billing,3.8,227,343,64,1,10
1040,Teerthanker Mahaveer University,3.4,227,690,11,9,13
1041,Augtech Nextwealth,3.7,227,428,38,5,--
1042,SRR Projects,4.1,227,740,18,18,--
1043,Shri Mahavir Ferro Alloys,3.4,227,805,16,5,--
1044,The Mission Hospital,3.8,227,783,9,20,--
1045,MaRS Planning & Engineering Services,3.8,228,866,8,6,4
1046,Nyx-medical Solutions,3.6,227,747,20,9,1
1047,Ga Digital Web Word,3.7,228,1k,18,6,--
