,CompanyName,Rating,TotalReviews,SalaryOffereByComapany,TotalInterviews,Benefits,PhotosOnSite
1872,Premier Energies,4.0,595,2.2k,51,31,--
1873,Fenesta Building Systems,4.0,595,2k,41,45,4
1874,Columbia Asia,4.6,594,1.4k,19,99,--
1875,Ugam Solution,3.5,594,3.3k,51,96,1
1876,Saudi Aramco,4.4,594,1.5k,61,80,--
1877,Cvent,3.2,594,4.9k,103,56,6
1878,ShareChat,3.6,594,2.6k,87,43,18
1879,ArcelorMittal,4.0,594,3.5k,45,30,3
1880,Affinity Express,2.8,594,2.4k,40,42,2
1881,QSpiders,3.7,595,1.8k,101,22,2
1882,Efs Facilities Services,3.8,593,1.4k,40,57,--
1883,Coal India,3.9,593,1.9k,54,72,3
1884,Country Delight,3.9,592,2.5k,45,11,5
1885,Pamac Finserve,3.1,592,1.7k,32,26,--
1886,PureSoftware,2.9,591,3.7k,69,38,87
1887,Congruex Asia Pacific,3.7,591,2.3k,73,43,5
1888,Magma General Insurance Limited,3.7,591,2.4k,43,38,2
1889,PayU Payments,3.3,591,4.4k,70,50,--
1890,PTC,4.2,591,4k,70,57,1
1891,Jubilant Generics,3.9,591,2.3k,20,71,--
1892,Maharashtra State Electricity Distribution Company,4.3,592,1.2k,25,42,3
1893,Crystal Crop Protection,3.9,590,1.9k,25,45,--
1894,Jindal Poly Films,3.6,590,2.4k,40,53,--
1895,Gandhi Automations,3.9,590,1.3k,41,103,28
1896,Kellogg,4.2,590,2.3k,31,74,--
1897,Empower,4.0,589,4.4k,62,42,10
1898,Capital Numbers Infotech,4.1,589,1.2k,48,88,147
1899,SAEL Industries Limited,3.9,589,2.1k,55,29,1
1900,AVTEC,3.5,588,2.2k,26,56,1
1901,Prochant,3.8,588,2.5k,73,36,16
1902,Damco Solutions,3.4,588,2.3k,45,24,14
1903,Alcon,3.8,588,3k,44,47,--
1904,Army Public School,4.0,587,1.2k,43,56,4
1905,McCain Foods,4.0,588,1.7k,38,50,2
1906,Axiscades,3.1,587,3.8k,65,32,--
1907,Titan Engineering & Automation,3.8,586,3.5k,39,36,1
1908,Equifax,4.0,586,2.7k,123,28,--
1909,Voyants Solutions,3.6,586,1.7k,59,32,--
1910,Quest Retail Private Limited,3.9,586,936,16,246,61
1911,Prestige Group,4.3,585,2.6k,50,54,1
1912,Maxop Engineering Co.,4.1,585,2.4k,49,30,--
1913,Hilton,4.1,585,1.5k,29,69,10
1914,Vishwa Samudra Engineering,3.6,585,1.7k,38,12,1
1915,J K Fenner,3.8,584,2k,37,48,--
1916,Wood Group,3.7,584,2.9k,68,27,1
1917,smartData Enterprises,3.9,584,1.6k,72,81,30
1918,Sandoz,4.0,585,2.5k,26,53,2
1919,BEML,3.6,583,1.7k,29,60,6
1920,Paramount Health Services Tpa,3.9,584,2.3k,35,38,--
1921,Matrimonialsindia,4.9,584,117,13,6,59
1922,MR.DIY,3.4,583,1.6k,52,14,--
1923,Genesys International Corporation,3.1,582,2.3k,22,53,2
1924,Toyota Industries Engine India,4.3,581,1.6k,32,69,1
1925,UTL Solar,3.6,582,1.8k,63,29,3
1926,Icl Fincorp,4.7,580,653,143,1,8
1927,GAMMON INDIA,3.8,580,1.1k,31,75,--
1928,Andritz Hydro Location India,3.9,580,2.8k,36,46,3
1929,Dishman Carbogen Amcis,3.6,580,2.1k,38,33,--
1930,Baker Hughes,4.0,580,4.1k,65,60,--
1931,Unified Mentor,4.1,580,420,128,11,--
1932,Paytm Payments Services,3.2,580,1.4k,24,10,1
1933,Applied Materials,3.7,579,5k,91,62,4
1934,TSYS|Total System Services,4.1,578,4.2k,68,10,--
1935,AVIOM,4.0,579,1.2k,32,15,4
1936,Lear Corporation,4.0,578,3k,25,67,--
1937,Hitachi Cash Management Services,3.2,578,1.3k,43,36,2
1938,Mahendra NextWealth IT,3.3,578,2k,26,19,2
1939,Datamatics Business Solutions,3.3,578,2.6k,48,34,1
1940,Marelli,3.5,577,2.8k,48,73,13
1941,Transport Corporation Of India,3.7,577,1.9k,39,62,2
1942,BUSINESSNEXT,3.4,577,3.9k,77,25,13
1943,Paras Dairy,3.4,577,1.6k,32,50,2
1944,NAV Backoffice,3.8,576,2.5k,38,27,9
1945,HBL Power Systems,4.0,576,2.2k,34,55,--
1946,Western Refrigeration,3.8,576,2.3k,42,38,6
1947,WayCool Foods and Products,3.4,575,2.8k,43,35,10
1948,AM Infoweb,3.8,575,1.5k,94,60,20
1949,Larsen & Toubro Group,4.0,574,1k,96,49,--
1950,Vindhya e-Info Media,3.9,574,1.2k,63,33,1
1951,DB Schenker,4.3,574,2.3k,26,48,3
1952,Amway India Enterprises,4.1,573,2.1k,19,86,1
1953,Bajaj Consumer Care,3.8,573,1.6k,34,45,3
1954,Levi Strauss & Co.,4.2,574,2.1k,34,68,2
1955,Navin Fluorine International,3.8,572,2.7k,30,44,--
1956,Kirloskar Pneumatic,4.0,572,2.7k,40,43,--
1957,"DATAMARK, Inc. ",3.5,572,1.7k,36,47,--
1958,SoftAge Information Technology,3.6,572,966,24,67,47
1959,FiveS Digital,3.3,573,1.5k,58,8,4
1960,Navin Fluorine International,3.8,572,2.7k,30,44,--
1961,"DATAMARK, Inc. ",3.5,572,1.7k,36,47,--
1962,Solara Active Pharma Sciences,3.7,572,2.8k,45,55,--
1963,MITS Global Consulting,4.5,570,936,45,107,--
1964,LendingKart,3.6,569,2.6k,39,23,1
1965,WPP Media,3.6,569,4.2k,46,38,--
1966,Micromax Informatics,3.9,567,1.3k,23,95,--
1967,Innovaccer,2.7,567,3.7k,99,35,14
1968,Renault,3.9,567,1.9k,34,50,7
1969,Haldiram Snacks,3.8,566,1.9k,24,2,2
1970,Craftsman Automation,3.7,565,2.4k,24,58,--
1971,Allianz Partners,3.7,565,2.8k,40,36,1
1972,Carlsberg,3.9,565,1.9k,39,60,--
1973,Virtual Employee,3.2,565,3.2k,54,55,5
1974,The Times of India,3.6,565,2.9k,47,55,3
1975,Amara Raja Infra,4.0,565,1.6k,60,19,3
1976,GSPANN Technologies,4.0,565,3.8k,52,33,15
1977,My Home Constructions,4.3,566,2.2k,35,35,1
1978,United Spirits,4.0,564,1.5k,15,69,--
1979,Toothsi,2.7,564,2.2k,67,21,--
1980,Kellogg Brown and Root,4.1,564,2.4k,42,54,1
1981,L & W Constructions,4.0,564,1.8k,29,42,--
1982,Macawber Beekay,4.2,563,1.7k,27,62,2
1983,Innominds Software,3.2,563,4.7k,49,31,6
1984,Vimta Labs,3.4,563,2.2k,43,59,1
1985,Sulzer,3.9,563,2.8k,36,64,--
1986,Hitachi Systems,3.9,563,3k,20,5,1
1987,MUTHOOT HOMEFIN (I) LTD.,3.8,561,1.5k,34,16,15
1988,BLK Super Speciality Hospital,3.9,561,1.5k,36,39,--
1989,Artemis Hospitals,4.1,560,1.6k,20,50,1
1990,Roop Polymers,4.0,560,1.9k,33,43,--
1991,Bharat Fritz Werner,3.9,560,2.5k,33,49,1
1992,Herbalife International,4.0,559,2.7k,30,47,5
1993,Innovatiview India Ltd,4.2,559,1.4k,82,33,6
1994,Unimoni,3.9,559,2k,19,26,--
1995,Enco Engineers Combine,3.7,559,1.6k,36,40,--
1996,Practo,2.9,559,3.1k,83,63,7
1997,Saksoft,3.4,559,3.6k,51,24,--
1998,RAK Ceramics,3.8,558,1.7k,35,50,8
1999,Courtyard by Marriott,4.2,557,1.1k,25,84,--
2000,Welspun Enterprises,4.2,557,1.9k,54,41,15
2001,Legrand,3.7,555,2.4k,31,45,--
2002,Regalix,2.6,555,2.9k,58,47,--
2003,Fena,4.0,555,1.5k,34,44,7
2004,Offshore Infrastructures,4.0,554,1.7k,27,61,1
2005,Tracxn,2.6,554,2.4k,115,39,--
2006,RuralShores,3.6,553,1.2k,23,61,1
2007,Propertypistol Realty,3.8,554,2k,80,17,--
2008,Ralson Tyres Limited,3.7,554,2.2k,49,31,1
2009,Indecomm Global Services,4.1,553,2.6k,29,47,4
2010,BOBCARD Ltd.,4.0,554,1.4k,30,22,3
2011,Brigade Group,4.1,553,2.7k,46,42,1
2012,Z X Learning,4.3,553,359,44,177,--
2013,Yokohama,3.6,552,2.1k,28,61,--
2014,Kidzee,4.0,552,1.2k,26,43,--
2015,Vidal Health Insurance,3.6,551,2k,22,15,--
2016,Zolo,3.4,551,2.2k,61,37,5
2017,Hi Tech Gears,4.0,551,2.1k,34,64,--
2018,Inox Wind,3.7,551,1.7k,50,70,1
2019,General Motors,4.0,551,2.1k,35,86,8
2020,Zolo,3.4,551,2.2k,61,37,5
2021,Vidal Health Insurance,3.6,551,2k,22,15,--
2022,Eicher Motors,4.1,551,1.6k,44,46,1
2023,DFM Foods,4.0,551,1.7k,37,39,9
2024,Micron Electricals,4.0,550,2.3k,38,26,2
2025,Scaler Academy,3.5,550,2.6k,92,84,16
2026,National Australia Bank,3.0,551,4.3k,58,10,11
2027,Sanmina Sci,4.1,550,2.8k,34,48,--
2028,GUS Education India,3.1,549,2.2k,52,18,237
2029,Sterling,3.9,550,1k,39,63,--
2030,FMC Corporation,3.9,549,1.8k,42,50,--
2031,ThoughtSol Infotech Limited,4.6,554,617,108,21,21
2032,Gayatri Projects,3.9,548,1.8k,40,78,--
2033,Maini Precision Products,3.4,549,2.8k,40,40,--
2034,NMDC Limited,4.1,547,2.1k,46,18,--
2035,Reliance Life Sciences,3.7,547,2.7k,33,58,--
2036,Utility Powertech,3.9,546,1.8k,30,36,2
2037,Bharat Gears,4.0,546,2.1k,27,45,--
2038,ExxonMobil,3.7,546,4.1k,86,59,4
2039,Aptus Value Housing Finance India,4.0,546,1.4k,23,36,2
2040,Dusters Total Solutions Services,4.0,546,1.6k,21,43,--
2041,Aptus Value Housing Finance India,4.0,546,1.4k,23,36,2
2042,Bharat Gears,4.0,546,2.1k,27,45,--
2043,ExxonMobil,3.7,546,4.1k,86,59,4
2044,Maxgen Technologies,4.5,545,1.1k,14,114,1
2045,Voya India,3.6,545,3.3k,31,8,2
2046,Head Field Solutions,4.3,545,1.4k,66,27,1
2047,Canon,4.0,544,2k,23,63,--
2048,Vedanta Resources,3.6,544,3.2k,79,78,5
2049,Hafele,3.9,543,2.2k,32,64,--
2050,Emaar India Limited,3.6,543,2.5k,29,43,2
2051,Adda 247,3.4,543,2k,80,18,9
2052,5paisa Capital Ltd.,4.1,542,1.7k,48,67,21
2053,Dr. Agarwal's Eye Hospital,3.7,542,1.8k,39,39,--
2054,Pitti Engineering,3.7,543,2.1k,29,50,--
2055,Mobikwik,3.4,542,2.6k,65,27,5
2056,Spectrum Talent Management,3.6,541,2.1k,39,32,67
2057,Suprajit Engineering,3.8,541,2.4k,42,57,1
2058,RMC Readymix,3.6,541,1.5k,42,56,1
2059,Mecon,3.8,541,1.7k,46,35,1
2060,Capital Business Systems,3.5,540,1.6k,37,5,--
2061,Dhani Healthcare,3.4,540,2.2k,59,55,--
2062,Cpf India,4.0,540,1.7k,25,61,6
2063,Castrol,4.3,540,2k,26,49,--
2064,PC Solutions,4.4,540,1.3k,71,56,--
2065,Tuaman Engineering,4.3,539,1.5k,77,39,3
2066,V.S.T Tillers Tractors,3.5,539,1.9k,43,40,--
2067,Insuremile,4.7,539,83,83,1,--
2068,N.C.L. Industries,3.7,539,1.6k,38,38,--
2069,Hamdard,3.9,539,1.4k,44,34,2
2070,RSB Transmissions,3.9,538,2.1k,39,41,--
2071,S P Singla Constructions,3.4,539,1.6k,38,40,2
2072,Chemplast Sanmar,3.4,537,2.4k,47,32,9
2073,CompuCom,3.8,537,3.1k,37,60,15
2074,Consero Global Solutions,3.0,537,2.7k,101,24,--
2075,Systra Consulting,4.0,537,1.6k,37,58,--
2076,OutworX,3.5,536,2.3k,35,14,20
2077,Satyam Auto Components,3.8,536,2.3k,41,40,5
2078,Atomberg Technologies,3.8,536,2.6k,46,26,--
2079,Infiniti Research,3.3,536,1.7k,39,69,2
2080,Bharti Infratel,4.7,535,1.1k,6,73,3
2081,RSM India,3.3,536,2.8k,72,28,2
2082,Vestige,4.3,535,1.4k,40,80,3
2083,Uttar Pradesh Power Corporation,4.0,535,1.3k,11,38,3
2084,Statusneo,4.1,535,1.7k,181,56,137
2085,Wellness Forever Medicare,3.8,534,1.7k,56,38,--
2086,CDK Global,3.8,534,3.5k,41,70,--
2087,House Of Anita Dongre,3.9,534,1.5k,19,60,1
2088,Metro Group of Hospitals,3.8,533,1.4k,16,4,1
2089,SunTec Web Services,3.2,533,1.9k,51,36,1
2090,F1 Info Solutions and Services,3.6,533,1.2k,28,39,3
2091,Wockhardt Hospital,3.8,532,1.7k,24,62,5
2092,Sheela Foam,4.0,532,1.6k,35,43,6
2093,Stock Holding Corporation of India,3.6,531,1.8k,35,45,3
2094,Galaxy Surfactants,3.9,531,2.1k,28,58,--
2095,BharatPe,3.4,531,2.8k,52,20,7
2096,Kokilaben Dhirubhai Ambani Hospital,3.8,531,1.7k,31,36,--
2097,Metalman Auto,3.9,531,2k,25,36,--
2098,Stylebaazar,3.9,533,1.2k,38,6,15
2099,DM Immigration Consultant,1.0,530,39,--,--,--
2100,Alight Solutions,3.2,531,3k,32,53,17
2101,EC-Council,4.0,530,2.5k,51,42,2
2102,Williams Lea,3.6,530,3.2k,52,42,--
2103,Chaayos,3.3,530,1.6k,39,54,14
2104,Coats,3.6,530,1.9k,27,47,--
2105,Morepen Laboratories,3.8,530,2k,25,41,--
2106,Hitech Projects Limited,4.6,529,697,59,17,4
2107,African Industries,4.0,529,1.1k,43,30,3
2108,Macquarie Group,3.1,529,4.8k,55,51,--
2109,Metriqe Solutions,3.9,529,1.4k,28,26,5
2110,Dalmia Bharat Group,3.8,529,2.1k,37,36,--
2111,JK Tech,3.8,528,3.2k,39,30,11
2112,Webskitters,3.6,529,889,20,113,21
2113,FinThrive,3.4,528,1.5k,22,2,--
2114,TÜV Rheinland,4.1,527,1.8k,23,42,1
2115,Ramraj Cotton,4.1,527,1.1k,43,7,2
2116,Addverb Technologies,3.5,528,2.4k,88,29,7
2117,Amar Ujala,3.8,526,1.8k,21,50,--
2118,CTS Consulting & Technical Support,3.7,526,6.5k,176,72,--
2119,Lakme,4.2,526,1.7k,27,59,1
2120,Telenor,4.1,525,581,9,106,6
2121,AT&T,3.7,525,4.7k,65,59,--
2122,Foray Software,3.5,525,3.6k,39,25,--
2123,Jindal Power Limited,4.2,525,1.7k,58,33,5
2124,Hero Cycles,3.2,524,1.9k,59,38,1
2125,Walkaroo International,3.6,524,2.4k,50,25,2
2126,LearningMate Solutions,2.9,523,3.6k,50,46,3
2127,Ge India Industrial,4.2,523,1.9k,19,22,5
2128,HSBC Global Banking and Markets,3.9,523,3.7k,29,28,--
2129,Tradeshala,4.5,522,37,119,1,7
2130,ACTE,4.6,522,126,9,173,--
2131,Vivanta by Taj,4.2,522,1k,28,77,--
2132,Kalyani Technoforge,3.8,522,2k,24,40,--
2133,Ascent Business Solutions,3.4,522,2.9k,33,42,--
2134,Safari Industries India,4.0,522,1.8k,37,32,4
2135,PEGATRON,3.9,521,2.1k,31,4,--
2136,Ziqitza Health Care,3.8,521,1.2k,25,71,--
2137,Axa XL,3.7,521,3.8k,52,59,9
2138,Alchemy Techsol India,3.4,521,2.2k,92,16,--
2139,Great Learning,3.4,521,3.9k,69,37,11
2140,CMR Green Technologies,3.4,521,1.8k,59,56,1
2141,Kandhari Beverages,3.7,521,1.6k,35,23,4
2142,Muthoot MCred,3.5,522,1.5k,28,16,--
2143,ATS Infrastructure,4.1,520,1.8k,34,59,--
2144,Micron Technology,3.7,520,4.6k,83,30,15
2145,Signature Global,3.8,520,2.3k,45,27,--
2146,Karvy Data Management Services,4.0,519,2.2k,20,127,1
2147,Hindusthan National Glass,3.8,519,2k,34,40,1
2148,MindGate Solutions,3.1,519,3.2k,79,22,--
2149,ServiceNow,3.8,518,6.1k,138,17,27
2150,BCG,3.6,518,8.2k,225,40,27
2151,Mobile Programming,2.8,518,3.7k,81,16,3
2152,Akal Information Systems,4.4,519,1.8k,26,16,3
2153,MathCo,3.1,518,3.1k,134,23,42
2154,OMICS International,2.5,517,1.6k,25,62,--
2155,ZEISS India,3.7,517,2.9k,36,39,26
2156,Nivea,4.1,517,1.8k,33,52,--
2157,BKT Tyres,4.2,517,2k,79,36,--
2158,Securitas,3.8,516,2.1k,39,42,--
2159,Sarovar Hotels & Resorts,4.1,515,1.4k,23,62,3
2160,Johnson Matthey,3.8,515,1.9k,42,60,1
2161,Quikr,3.6,515,2.1k,33,57,8
2162,Gyan Dairy,4.0,515,1.4k,49,36,--
2163,Deloitte Digital,3.8,515,3.4k,64,57,--
2164,TRINAMIX,4.4,515,1k,66,96,47
2165,Cuemath,3.4,514,1.9k,49,86,--
2166,RapiPay,3.6,514,1.7k,39,22,3
2167,Mars International India,4.2,514,1.8k,19,53,1
2168,Aparna Enterprises,3.9,514,1.8k,41,34,--
2169,QHTalbros,3.8,514,1.4k,19,51,--
2170,InCred Finance,3.9,513,2.6k,34,21,--
2171,Poorvika Mobiles,3.9,513,1.7k,34,33,11
2172,Ministry of Defence,4.4,513,1.8k,19,61,--
2173,Yardi Systems,3.6,513,2.7k,79,41,2
2174,Rusan Pharma,3.5,513,1.9k,25,39,--
2175,QUICK HEAL TECHNOLOGIES,3.6,512,2.6k,32,54,--
2176,Bluestone.com,3.3,513,2.2k,60,21,--
2177,Voltech,3.5,512,1.6k,34,58,13
2178,LIC Housing Finance,3.9,511,1.5k,22,37,--
2179,Vishvaraj Environment,4.1,511,1.9k,35,31,1
2180,Communications Test Design,3.7,511,1.8k,32,17,--
2181,Epiroc,4.0,512,2.5k,45,45,1
2182,Rakuten,3.5,511,5.5k,97,49,5
2183,Centum Learning,3.8,510,1.3k,26,64,--
2184,Pace Setters Business Solutions,3.4,510,1.3k,24,43,1
2185,Nelito System,3.2,510,2.4k,31,41,--
2186,Athenahealth Technology,3.9,510,4.2k,91,45,--
2187,Orcapod Consulting Services,3.0,510,1.9k,34,20,--
2188,Markets and Markets,2.7,510,2.8k,64,32,--
2189,Tractebel,4.1,509,1.7k,46,38,1
2190,Protium Finance,3.7,509,2.2k,38,5,--
2191,Hinduja Tech,3.1,509,3.3k,35,27,--
2192,IDS Infotech,3.7,509,1.4k,87,55,--
2193,Par Health,4.1,508,2.1k,28,8,--
2194,Techwave Consulting,3.6,508,3.7k,42,22,--
2195,Cairn Vedanta Oil and Gas,3.7,509,407,31,34,--
2196,Lotus Herbals Private Limited ,4.2,512,1.5k,47,26,5
2197,Emerson Electric Co.,4.0,507,3.2k,58,37,3
2198,Sri Krishna Pharmaceuticals,3.9,507,1.9k,18,37,--
2199,Pepperfry,3.0,506,2k,35,46,11
2200,QBurst Technologies,4.2,506,4.1k,88,46,--
2201,Global Autotech,3.9,504,2.1k,54,43,--
2202,MediBuddy,3.3,504,2.5k,43,16,129
2203,ASM Technologies,3.5,505,3.6k,46,31,--
2204,CARE,4.3,504,1.2k,42,78,--
2205,2COMS,3.1,504,1.5k,62,27,--
2206,Kirby Building Systems,3.9,505,1.9k,26,37,1
2207,BharatMatrimony.com,3.9,504,1.4k,25,30,--
2208,Leighton Contractors,4.0,504,1.2k,25,64,--
2209,Gilbarco Veeder Root,3.7,503,2.2k,30,36,--
2210,Romsons Group Of Industries,3.7,502,1.7k,37,33,4
2211,N+A,3.8,502,18.7k,176,15,--
2212,EID Parry (India),3.9,502,1.6k,28,53,1
2213,Value Point Systems,3.5,502,2.2k,29,30,--
2214,Varuna Integrated Logistics,3.7,504,1.6k,37,39,2
2215,Moon Beverages,3.8,502,1.7k,27,21,4
2216,Vakrangee,3.6,501,1.1k,10,66,19
2217,Iol Chemicals & Pharmaceuticals,3.8,501,2k,32,20,--
2218,India Post,3.7,501,1.5k,25,49,6
2219,TAO Digital,3.5,501,1.6k,121,2,21
2220,KRBL Limited,3.8,501,1.7k,38,31,2
2221,Welspun Transformation Services Limited,4.1,500,886,50,10,21
2222,LogixHealth,3.4,500,2.3k,22,36,--
2223,Mahanagar Gas,4.2,500,2.2k,32,47,--
2224,Invesco,3.6,500,3.4k,52,49,--
2225,Infovision,3.6,500,4.1k,54,11,37
2226,CollegeDekho,2.7,500,2.5k,68,15,2
2227,Texmo Industries,3.8,499,1.6k,27,41,--
2228,Flowserve,3.7,499,3.4k,38,53,--
2229,Future Lifestyle Fashion,4.2,498,1.6k,8,81,--
2230,Symbiotec Pharmalab,4.0,498,2k,32,36,--
2231,Knowledgeworks Global,2.9,498,2.3k,35,8,1
2232,Kellton,2.9,498,3.4k,65,46,9
2233,L. N. Malviya Infra Projects Group,3.1,498,1.2k,28,22,1
2234,Otsuka Pharmaceutical India Private Limited,4.1,498,1.6k,29,74,5
2235,Medikabazaar,4.2,498,1.1k,14,14,--
2236,Buzzworks Business Services,3.6,499,2.1k,20,20,--
2237,Sterling Holiday Resort,3.8,497,1.6k,23,63,--
2238,Encube Ethicals,3.7,497,2.4k,29,33,--
2239,Everforth Quinnox,3.9,497,3.4k,42,39,--
2240,Allana Group of Companies,3.7,497,1.6k,40,14,6
2241,India Glycols,4.0,496,1.9k,39,36,--
2242,GD Goenka Public School,3.4,496,1.3k,48,48,--
2243,Siemens Healthineers,3.9,496,4.2k,70,51,--
2244,Equiniti,3.6,496,3.4k,52,29,--
2245,Maersk Line,4.0,496,2.4k,34,65,4
2246,Think Gas Ludhiana,3.6,496,2.4k,51,31,2
2247,C-Edge Technologies,3.7,496,2.8k,28,39,--
2248,Cosmo Films,3.7,497,2.1k,40,53,4
2249,Comcast,3.9,496,6k,94,13,5
2250,SUEZ Group,4.2,496,2k,22,40,--
2251,NJ India Invest,3.7,495,1.1k,59,66,1
2252,HealthifyMe,2.7,495,1.6k,53,26,4
2253,Namaste India Foods,3.9,495,1.3k,30,39,--
2254,Realty Assistant,3.6,495,700,51,82,47
2255,WM Universal Solutions Private Limited,3.6,494,2.3k,48,43,4
2256,Samsung Display ,3.7,494,2.2k,53,47,2
2257,Titagarh Rail Systems,2.6,494,1.9k,36,15,--
2258,Visa,3.3,493,7.1k,163,43,--
2259,Lite Bite Foods,4.4,493,1.3k,22,57,3
2260,Brainvire,2.8,493,1.7k,78,233,316
2261,Saxo Bank,3.7,493,2.5k,75,34,31
2262,Titagarh Rail Systems,2.6,494,1.9k,36,15,--
2263,Ppap Automotive,3.8,493,1.8k,44,44,--
2264,Fynd,2.9,492,2.3k,76,27,235
2265,Mediamint,2.8,492,3k,45,31,2
2266,Bira 91,3.3,492,1.5k,30,12,10
2267,AIG Hospital,4.2,491,1.7k,33,29,26
2268,Jiva Ayurvedic Pharmacy,3.7,492,1.2k,44,49,16
2269,Jumbotail Technologies,3.6,491,1.7k,40,15,--
2270,Giesecke & Devrient,3.4,490,2.2k,33,68,--
2271,Aditya Birla Housing Finance,3.8,490,1.9k,21,3,--
2272,Matrix Business Services,3.5,490,2k,44,20,--
2273,Alpla,3.9,489,1.8k,35,59,--
2274,Grindwell Norton,3.6,489,1.8k,28,63,--
2275,Numeric UPS,4.0,488,1.2k,15,5,1
2276,SBI Mutual Fund,3.7,489,1.9k,30,37,1
2277,Mediterranean Shipping Company,4.0,488,2.4k,26,30,1
2278,SBI Mutual Fund,3.7,489,1.9k,30,37,1
2279,NTPC GE Power Services,3.9,488,1.6k,58,30,2
2280,Akamai Technologies,4.4,488,4.5k,81,64,37
2281,Common Service Centres,4.4,487,1.2k,19,14,2
2282,Juniper Networks,4.2,487,4.4k,76,49,7
2283,Aludecor Lamination,3.8,488,1.7k,44,30,3
2284,Thales,3.6,488,3.6k,52,49,--
2285,Go First,3.9,487,1.9k,51,41,--
2286,Technico Industries,3.6,487,2.1k,43,28,--
2287,Clix Capital Services,4.0,487,1.6k,30,20,1
2288,RND Softech,3.1,487,2k,43,16,--
2289,Bridgestone India Automotive Products,4.1,487,2.3k,29,53,--
2290,TresVista,2.3,487,3.3k,140,16,2
2291,Trimax IT Infrastructure Services,3.7,486,1.1k,13,36,--
2292,House of EdTech,4.2,486,285,119,11,--
2293,ESDS Software Solutions,3.3,486,3.1k,39,41,--
2294,Ivrcl Infrastructures & Projects,4.3,486,845,10,80,--
2295,Cadbury,4.3,486,1k,29,36,--
2296,ZF Friedrichshafen,3.8,486,2.2k,35,12,--
2297,National Commodities Management Services,4.0,486,1.4k,16,45,19
2298,Gopal Snacks Limited,4.2,485,1.2k,41,35,20
2299,Sadbhav Engineering,4.2,485,1.3k,10,69,4
2300,Xerox,3.7,485,2.1k,25,1,--
2301,Clove Dental,4.0,486,1.3k,77,14,--
2302,Honda Logistics,3.6,484,1.5k,32,43,--
2303,Westin,4.0,484,1.3k,21,68,--
2304,Godrej Interio,3.9,484,2k,32,42,1
2305,Xanadu,3.6,484,1.9k,63,29,--
2306,Sany Heavy Industry,3.7,484,2k,41,52,--
2307,Saud Bahwan Group,3.7,483,981,14,69,1
2308,Dow Chemical International Private Limited,3.5,483,2.4k,39,41,3
2309,Onshore Construction,3.7,483,1.6k,31,52,--
2310,MKC Infrastructure Ltd.,3.4,483,1.5k,40,32,3
2311,Avalara Technologies,2.7,484,3.5k,78,29,17
2312,Cloud4C,3.5,482,3.1k,41,40,--
2313,Thought Focus,3.2,482,3.6k,50,34,--
2314,Confidence Petroleum India,3.2,482,1.7k,35,24,2
2315,Meghmani Organics,3.8,482,2.3k,46,33,--
2316,Landis+Gyr,2.9,482,2.8k,34,42,--
2317,Jindal Aluminium,3.9,482,2k,49,54,3
2318,Avery Dennison,3.7,482,2k,42,60,4
2319,Mikuni,4.1,482,1.4k,27,59,1
2320,Tetra Pak,4.1,482,2.5k,43,59,10
2321,Keysight Technologies,3.8,481,2.7k,36,51,10
2322,Suzlon Global Services,3.8,481,1.3k,54,35,1
2323,Bhilosa Industries,3.6,481,2.3k,38,25,3
2324,Teradata,3.5,480,3.7k,63,47,21
2325,CS TECH Ai,3.9,480,1.6k,40,28,11
2326,Cera Sanitaryware,4.0,480,1.7k,36,35,1
2327,Nash Industries,3.4,480,2.3k,36,37,--
2328,Star Bazaar,3.7,479,1.5k,22,28,1
2329,Purplle.com,3.6,479,2.1k,37,28,6
2330,Speridian Technologies,3.5,479,3.3k,57,26,1k
2331,Paharpur Cooling Towers,3.9,479,2k,29,30,2
2332,Atyati Technologies,3.9,479,1.5k,34,33,1
2333,Shalimar Paints,3.5,478,1.6k,31,26,--
2334,Central Public Works Department,4.1,478,1.3k,15,49,1
2335,Ramco Industries,4.1,478,1.9k,22,47,--
2336,Riya Travel,3.6,478,1.5k,14,41,5
2337,Kaynes Technology,3.2,478,1.8k,53,36,1
2338,GM Modular,3.8,477,1.9k,28,36,1
2339,Greenpanel Industries ,3.9,477,1.9k,25,24,--
2340,Prime Focus Technologies,3.0,477,2.2k,41,54,2
2341,Gulf Oil Lubricants,4.1,477,1.8k,29,42,--
2342,Visaka Industries,3.8,477,1.7k,31,42,1
2343,Tata International,3.5,477,2.2k,25,60,3
2344,Liberty General Insurance,3.6,477,1.9k,21,32,--
2345,MagicPin,2.5,476,1.9k,61,28,5
2346,LuLu Group International,3.4,476,2.3k,34,32,2
2347,Qcon,4.3,476,1.1k,44,60,--
2348,Sayaji Hotels,4.1,477,1k,14,69,3
2349,Henkel Adhesives Technologies,4.1,476,2.1k,24,49,--
2350,Yethi Consulting,3.4,476,3.3k,66,16,13
2351,Hyundai Glovis,3.6,476,1.9k,26,48,1
2352,NBTC GROUP,3.4,476,1k,25,62,--
2353,Allied Blenders & Distillers,4.0,476,1.5k,23,34,2
2354,McNally Bharat Engineering,3.9,476,1.4k,13,57,--
2355,Jupiter Hospital,3.9,475,1.7k,24,25,12
2356,In Time Tec Visionsoft,3.2,475,2.5k,50,71,6
2357,Anthem Biosciences,3.9,475,2.7k,38,32,--
2358,Bahwan Engineering  ,4.0,474,998,25,53,2
